id,publication_no,肢体协调规划,监控安全报警,环境模式识别,人机交互输入,图像视觉分析,自主路径规划,仿生关节传动,伺服电机控制,仿生视觉传感,医疗辅助操作,双足移动底盘,仿生双臂系统,头部感知模块,具身智能控制,灵巧末端执行,柔性关节驱动,人机交互接口
1354,CN116299353B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,CN116303891A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,CN116329829B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1357,CN116331382A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1358,CN116352707B,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1360,CN116357692B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1361,CN116360435A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1362,CN116367970B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1364,CN116372974B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1365,CN116383667B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,CN116394265B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1367,CN116394276B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1368,CN116400813B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1370,CN116414121A,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1371,CN116420170B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1372,CN116423527B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1373,CN116438576B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1374,CN116442218B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1375,CN116452660A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1376,CN116457585A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,CN116460841B,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1380,CN116480769A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1381,CN116507459A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1382,CN116512308A,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1383,CN116520835B,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1384,CN116520869A,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1385,CN116540871A,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
1386,CN116542310B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1387,CN116547113A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1388,CN116551719A,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1389,CN116552064A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,CN116566237A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1391,CN116573077A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1392,CN116576239B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1394,CN116587319B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1395,CN116596083A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1396,CN116597519A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1397,CN116600952A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1398,CN116604586A,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1399,CN116605330B,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1400,CN116616751A,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1401,CN116619436B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1402,CN116620225A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1403,CN116629373A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1404,CN116634035A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,CN116643569A,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1407,CN116661458A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1408,CN116684777A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,CN116690534A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1410,CN116690566B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1411,CN116690570A,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1412,CN116690642A,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1413,CN116699958A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1414,CN116700242A,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1415,CN116700298B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1416,CN116722626A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,CN116728457B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1419,CN116745711A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1420,CN116749163B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1421,CN116749230B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1422,CN116761199B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,CN116766239B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1424,CN116767374B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1425,CN116767381B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1426,CN116788386B,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1427,CN116803832A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1428,CN116810804B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1429,CN116810806A,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0
1430,CN116824303B,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1431,CN116830061A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1432,CN116834055A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1433,CN116838754A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1434,CN116843878A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1435,CN116846108A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1436,CN116866705A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1438,CN116872237B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
1439,CN116872249B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1440,CN116901059A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1441,CN116909127A,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
1442,CN116917094B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1443,CN116922401B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1444,CN116929341A,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1445,CN116946077A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1446,CN116946280B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1447,CN116985115B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1448,CN116987285A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1449,CN116996364A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1450,CN117001688B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1451,CN117001712A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1452,CN117002648B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1453,CN117022493A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1454,CN117022494B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1455,CN117043551A,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1456,CN117044017A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,CN117053975A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,CN117067210B,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1459,CN117067252A,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1460,CN117087786A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1461,CN117114078B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1462,CN117129111A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1463,CN117129118A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,CN117130356A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1465,CN117130381A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1466,CN117140531A,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1467,CN117140542B,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1468,CN117141614B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1469,CN117146829B,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1470,CN117162108A,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
1471,CN117162145A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1472,CN117162892A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1473,CN117197209B,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1474,CN117197210B,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1475,CN117197246B,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1476,CN117207203B,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1477,CN117213496A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1478,CN117215304A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1480,CN117228267B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,CN117235321B,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1482,CN117235604A,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1483,CN117237561B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1484,CN117245637B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1486,CN117245687B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1487,CN117250959A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1488,CN117254538A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1489,CN117260768B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1490,CN117260769B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1492,CN117260776A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1493,CN117262067B,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1494,CN117270398B,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1495,CN117283584B,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1496,CN117288187B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1497,CN117301022A,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
1498,CN117301060A,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1499,CN117301061A,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1500,CN117301093A,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1501,CN117307685A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,CN117321399A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1503,CN117340914B,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1504,CN117341408B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,CN117341859B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1506,CN117372657B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1507,CN117382766A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1508,CN117387821B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1509,CN117396313A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
1510,CN117412841A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,CN117428759A,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1512,CN117428802A,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
1513,CN117437835B,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1514,CN117440877A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,CN117450231A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1516,CN117464724A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1517,CN117469359A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,CN117484482A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1519,CN117484491A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1520,CN117484506A,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1521,CN117484551A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1522,CN117498613B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1523,CN117500642B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1524,CN117501191A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1525,CN117506867A,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
1526,CN117506889A,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1527,CN117508397A,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1528,CN117508398B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1529,CN117508401A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1530,CN117508402A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1531,CN117516786A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,CN117532609A,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1
1533,CN117532646A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1534,CN117533431A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1535,CN117533803A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1536,CN117539154A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1537,CN117539249A,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1538,CN117542042B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1539,CN117544042A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1540,CN117544191A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1541,CN117546108A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1542,CN117549293A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1543,CN117549310A,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
1544,CN117558050B,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1546,CN117558523A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,CN117560925A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,CN117564254A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,CN117572773B,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1550,CN117578791B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1551,CN117584110B,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1552,CN117584143A,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1553,CN117586513A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,CN117601108A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1555,CN117606381A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1557,CN117614163B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1558,CN117614221A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1559,CN117621009A,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1560,CN117621075A,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1561,CN117628026B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,CN117629472B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,CN117631597B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,CN117650653B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1565,CN117650654A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1566,CN117651628A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1567,CN117651629A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1568,CN117666399A,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1569,CN117666402A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1570,CN117666878A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1571,CN117669599A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,CN117685349A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1573,CN117695684A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1574,CN117697772B,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1575,CN117698872A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1576,CN117698873A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1577,CN117717467A,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
1578,CN117718963A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1579,CN117719001A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,CN117722473A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1581,CN117731911A,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1582,CN117733863A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1583,CN117734850A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1584,CN117745824A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1585,CN117746494A,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1586,CN117749006A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1587,CN117751375A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1588,CN117754541A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1589,CN117754576A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1590,CN117773927A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
1591,CN117773972A,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
1592,CN117775918A,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1593,CN117781905B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1594,CN117782069A,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1595,CN117784614A,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1596,CN117788820B,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1597,CN117788898A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1598,CN117789171A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1599,CN117795576A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1600,CN117798907A,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1601,CN117798911A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1602,CN117798977A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1603,CN117803704A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1604,CN117806306A,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1605,CN117806360A,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1606,CN117809833B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1607,CN117813064A,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1608,CN117813183A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1609,CN117815037A,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
1610,CN117817713A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1613,CN117823576A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,CN117823607A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1615,CN117826783A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1616,CN117836269A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,CN117841002A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1618,CN117842230A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1619,CN117847172A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,CN117848552A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1621,CN117863229A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1622,CN117869413A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1623,CN117872861A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1624,CN117872862A,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1625,CN117873062A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1626,CN117873121A,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1627,CN117881514A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,CN117882093A,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1631,CN117885094A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1632,CN117885110A,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
1633,CN117885136A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1634,CN117891167A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1635,CN117901092A,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
1636,CN117901094A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1638,CN117901099B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1639,CN117901126A,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1640,CN117901165A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1641,CN117917316A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1642,CN117917688A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1643,CN117917714A,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1644,CN117921638B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
1645,CN117921721A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1646,CN117921730A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1647,CN117922720A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1648,CN117927635A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1649,CN117930703A,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1650,CN117930832A,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1651,CN117938655A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,CN117940867A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1653,CN117944045A,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1654,CN117944055B,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1655,CN117944068A,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1656,CN117961888A,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
1657,CN117961916B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1658,CN117963035A,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1659,CN117967756A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1660,CN117970965A,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1661,CN117975406A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1662,CN117977865A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1663,CN117979198A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,CN117980943A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1665,CN117982232A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1666,CN117982910A,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1667,CN117984335A,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1668,CN117985147A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
1669,CN118003328B,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1670,CN118015188A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1671,CN118023799B,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1672,CN118024250A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1673,CN118024309B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
1674,CN118030784B,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1675,CN118030794A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1676,CN118031989A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1678,CN118038406A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1679,CN118039057B,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
1680,CN118045372A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1681,CN118046394B,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1682,CN118046404A,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1683,CN118046975A,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1684,CN118055739A,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1686,CN118055835A,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1687,CN118060515B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1688,CN118061167A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
